22/09/30 13:30:20 INFO TaskSetManager: Finished task 24.0 in stage 1.0 (TID 124) in 29506 ms on core-1-2.c-00b395538c73b373.cn-hangzhou.emr.aliyuncs.com (executor 19) (28/100)
22/09/30 13:30:20 INFO TaskSetManager: Finished task 29.0 in stage 1.0 (TID 129) in 27914 ms on core-1-3.c-00b395538c73b373.cn-hangzhou.emr.aliyuncs.com (executor 6) (29/100)
22/09/30 13:30:20 INFO TaskSetManager: Finished task 27.0 in stage 1.0 (TID 127) in 29261 ms on core-1-1.c-00b395538c73b373.cn-hangzhou.emr.aliyuncs.com (executor 14) (30/100)
22/09/30 13:30:22 INFO TaskSetManager: Finished task 28.0 in stage 1.0 (TID 128) in 29671 ms on core-1-1.c-00b395538c73b373.cn-hangzhou.emr.aliyuncs.com (executor 17) (31/100)
22/09/30 13:30:22 INFO TaskSetManager: Finished task 39.0 in stage 1.0 (TID 139) in 23526 ms on core-1-2.c-00b395538c73b373.cn-hangzhou.emr.aliyuncs.com (executor 13) (32/100)
22/09/30 13:30:22 INFO TaskSetManager: Finished task 31.0 in stage 1.0 (TID 131) in 28159 ms on core-1-1.c-00b395538c73b373.cn-hangzhou.emr.aliyuncs.com (executor 11) (33/100)
22/09/30 13:30:23 INFO TaskSetManager: Finished task 34.0 in stage 1.0 (TID 134) in 27002 ms on core-1-2.c-00b395538c73b373.cn-hangzhou.emr.aliyuncs.com (executor 1) (34/100)
22/09/30 13:30:23 INFO TaskSetManager: Finished task 36.0 in stage 1.0 (TID 136) in 26210 ms on core-1-3.c-00b395538c73b373.cn-hangzhou.emr.aliyuncs.com (executor 12) (35/100)
22/09/30 13:30:23 INFO TaskSetManager: Finished task 40.0 in stage 1.0 (TID 140) in 23919 ms on core-1-1.c-00b395538c73b373.cn-hangzhou.emr.aliyuncs.com (executor 5) (36/100)
22/09/30 13:30:23 INFO TaskSetManager: Finished task 35.0 in stage 1.0 (TID 135) in 27044 ms on core-1-3.c-00b395538c73b373.cn-hangzhou.emr.aliyuncs.com (executor 18) (37/100)
22/09/30 13:30:25 INFO TaskSetManager: Finished task 30.0 in stage 1.0 (TID 130) in 30552 ms on core-1-2.c-00b395538c73b373.cn-hangzhou.emr.aliyuncs.com (executor 4) (38/100)
22/09/30 13:30:25 INFO TaskSetManager: Finished task 32.0 in stage 1.0 (TID 132) in 30342 ms on core-1-2.c-00b395538c73b373.cn-hangzhou.emr.aliyuncs.com (executor 10) (39/100)
22/09/30 13:30:27 INFO TaskSetManager: Finished task 38.0 in stage 1.0 (TID 138) in 29097 ms on core-1-1.c-00b395538c73b373.cn-hangzhou.emr.aliyuncs.com (executor 20) (40/100)
22/09/30 13:30:28 INFO TaskSetManager: Finished task 37.0 in stage 1.0 (TID 137) in 30374 ms on core-1-2.c-00b395538c73b373.cn-hangzhou.emr.aliyuncs.com (executor 16) (41/100)
22/09/30 13:30:29 INFO TaskSetManager: Finished task 41.0 in stage 1.0 (TID 141) in 28538 ms on core-1-1.c-00b395538c73b373.cn-hangzhou.emr.aliyuncs.com (executor 2) (42/100)
22/09/30 13:30:37 INFO TaskSetManager: Finished task 42.0 in stage 1.0 (TID 142) in 21999 ms on core-1-3.c-00b395538c73b373.cn-hangzhou.emr.aliyuncs.com (executor 15) (43/100)
22/09/30 13:30:45 INFO TaskSetManager: Finished task 44.0 in stage 1.0 (TID 144) in 27540 ms on core-1-3.c-00b395538c73b373.cn-hangzhou.emr.aliyuncs.com (executor 3) (44/100)
22/09/30 13:30:45 INFO TaskSetManager: Finished task 43.0 in stage 1.0 (TID 143) in 28224 ms on core-1-3.c-00b395538c73b373.cn-hangzhou.emr.aliyuncs.com (executor 21) (45/100)
22/09/30 13:30:45 INFO TaskSetManager: Finished task 49.0 in stage 1.0 (TID 149) in 25301 ms on core-1-3.c-00b395538c73b373.cn-hangzhou.emr.aliyuncs.com (executor 6) (46/100)
22/09/30 13:30:46 INFO TaskSetManager: Finished task 46.0 in stage 1.0 (TID 146) in 27461 ms on core-1-2.c-00b395538c73b373.cn-hangzhou.emr.aliyuncs.com (executor 7) (47/100)
22/09/30 13:30:46 INFO TaskSetManager: Finished task 45.0 in stage 1.0 (TID 145) in 28330 ms on core-1-3.c-00b395538c73b373.cn-hangzhou.emr.aliyuncs.com (executor 9) (48/100)
22/09/30 13:30:49 INFO TaskSetManager: Finished task 52.0 in stage 1.0 (TID 152) in 27148 ms on core-1-2.c-00b395538c73b373.cn-hangzhou.emr.aliyuncs.com (executor 13) (49/100)
22/09/30 13:30:50 INFO TaskSetManager: Finished task 55.0 in stage 1.0 (TID 155) in 26775 ms on core-1-3.c-00b395538c73b373.cn-hangzhou.emr.aliyuncs.com (executor 12) (50/100)
22/09/30 13:30:51 INFO TaskSetManager: Finished task 58.0 in stage 1.0 (TID 158) in 26110 ms on core-1-2.c-00b395538c73b373.cn-hangzhou.emr.aliyuncs.com (executor 4) (51/100)
22/09/30 13:30:51 INFO TaskSetManager: Finished task 48.0 in stage 1.0 (TID 148) in 30972 ms on core-1-2.c-00b395538c73b373.cn-hangzhou.emr.aliyuncs.com (executor 19) (52/100)
22/09/30 13:30:51 INFO TaskSetManager: Finished task 54.0 in stage 1.0 (TID 154) in 28700 ms on core-1-2.c-00b395538c73b373.cn-hangzhou.emr.aliyuncs.com (executor 1) (53/100)
22/09/30 13:30:51 INFO TaskSetManager: Finished task 57.0 in stage 1.0 (TID 157) in 28242 ms on core-1-3.c-00b395538c73b373.cn-hangzhou.emr.aliyuncs.com (executor 18) (54/100)
22/09/30 13:30:53 INFO TaskSetManager: Finished task 59.0 in stage 1.0 (TID 159) in 28251 ms on core-1-2.c-00b395538c73b373.cn-hangzhou.emr.aliyuncs.com (executor 10) (55/100)
22/09/30 13:30:53 INFO TaskSetManager: Finished task 50.0 in stage 1.0 (TID 150) in 33028 ms on core-1-1.c-00b395538c73b373.cn-hangzhou.emr.aliyuncs.com (executor 14) (56/100)
22/09/30 13:30:54 INFO TaskSetManager: Finished task 47.0 in stage 1.0 (TID 147) in 34531 ms on core-1-1.c-00b395538c73b373.cn-hangzhou.emr.aliyuncs.com (executor 8) (57/100)
22/09/30 13:30:57 INFO TaskSetManager: Finished task 51.0 in stage 1.0 (TID 151) in 35679 ms on core-1-1.c-00b395538c73b373.cn-hangzhou.emr.aliyuncs.com (executor 17) (58/100)
22/09/30 13:30:58 INFO TaskSetManager: Finished task 56.0 in stage 1.0 (TID 156) in 34576 ms on core-1-1.c-00b395538c73b373.cn-hangzhou.emr.aliyuncs.com (executor 5) (59/100)
22/09/30 13:30:58 INFO TaskSetManager: Finished task 61.0 in stage 1.0 (TID 161) in 30181 ms on core-1-2.c-00b395538c73b373.cn-hangzhou.emr.aliyuncs.com (executor 16) (60/100)
22/09/30 13:30:59 INFO TaskSetManager: Finished task 53.0 in stage 1.0 (TID 153) in 36552 ms on core-1-1.c-00b395538c73b373.cn-hangzhou.emr.aliyuncs.com (executor 11) (61/100)
22/09/30 13:30:59 INFO TaskSetManager: Finished task 62.0 in stage 1.0 (TID 162) in 30433 ms on core-1-1.c-00b395538c73b373.cn-hangzhou.emr.aliyuncs.com (executor 2) (62/100)
22/09/30 13:31:01 INFO TaskSetManager: Finished task 60.0 in stage 1.0 (TID 160) in 34362 ms on core-1-1.c-00b395538c73b373.cn-hangzhou.emr.aliyuncs.com (executor 20) (63/100)
22/09/30 13:31:05 INFO TaskSetManager: Finished task 63.0 in stage 1.0 (TID 163) in 28814 ms on core-1-3.c-00b395538c73b373.cn-hangzhou.emr.aliyuncs.com (executor 15) (64/100)
22/09/30 13:31:08 INFO TaskSetManager: Finished task 66.0 in stage 1.0 (TID 166) in 22900 ms on core-1-3.c-00b395538c73b373.cn-hangzhou.emr.aliyuncs.com (executor 6) (65/100)
22/09/30 13:31:11 INFO TaskSetManager: Finished task 65.0 in stage 1.0 (TID 165) in 25895 ms on core-1-3.c-00b395538c73b373.cn-hangzhou.emr.aliyuncs.com (executor 21) (66/100)
22/09/30 13:31:12 INFO TaskSetManager: Finished task 68.0 in stage 1.0 (TID 168) in 25665 ms on core-1-3.c-00b395538c73b373.cn-hangzhou.emr.aliyuncs.com (executor 9) (67/100)
22/09/30 13:31:13 INFO TaskSetManager: Finished task 64.0 in stage 1.0 (TID 164) in 28616 ms on core-1-3.c-00b395538c73b373.cn-hangzhou.emr.aliyuncs.com (executor 3) (68/100)
22/09/30 13:31:16 INFO TaskSetManager: Finished task 72.0 in stage 1.0 (TID 172) in 24953 ms on core-1-2.c-00b395538c73b373.cn-hangzhou.emr.aliyuncs.com (executor 19) (69/100)
22/09/30 13:31:17 INFO TaskSetManager: Finished task 67.0 in stage 1.0 (TID 167) in 30742 ms on core-1-2.c-00b395538c73b373.cn-hangzhou.emr.aliyuncs.com (executor 7) (70/100)
